   -0.006653, 0.898917, 0.438067 
   0.910432, 0.375861, -0.172745 
   -0.739286, 0.066128, -0.670136 
   -0.119881, 0.594206, -0.795328 
   -0.639562, 0.726562, 0.251131 
   0.639562, -0.726562, -0.251131 
   -0.667875, -0.544735, 0.507153 
   0.296407, -0.436029, -0.849718 
   0.016512, -0.873455, -0.486624 
   -0.503800, -0.553035, -0.663578 
   -0.974931, 0.216191, -0.052637 
   0.464845, 0.775384, -0.427431 
   0.624261, -0.609877, 0.488207 
   0.174067, -0.971581, 0.160404 
   0.288299, 0.446205, 0.847221 
   -0.623981, 0.663039, -0.413552 
   0.453897, 0.268395, -0.849671 
   0.965071, -0.241653, 0.101194 
   -0.834455, 0.067046, 0.546981 
   -0.902483, -0.411365, -0.127678 
   0.819760, -0.157436, -0.550641 
   0.587501, 0.769194, 0.251359 
   -0.459446, -0.888194, -0.004339 
   -0.274943, -0.145673, 0.950360 
   -0.369846, 0.465978, 0.803789 
   -0.086213, 0.978860, -0.185470 
   0.818782, 0.195206, 0.539897 
   -0.178394, -0.035620, -0.983314 
   0.381425, -0.195029, 0.903591 
   -0.059071, -0.716929, 0.694638 

