-0.99419,0,-0.107642
-0.985146,-0.130799,0.111264
-0.985146,0.130799,0.111264
-0.963803,-0.245346,-0.104352
-0.963803,0.245346,-0.104352
-0.948206,-0.115895,-0.295759
-0.948206,0.115895,-0.295759
-0.942646,0,0.333793
-0.923944,-0.36802,0.104352
-0.923944,0.36802,0.104352
-0.911958,-0.253082,0.322926
-0.911958,0.253082,0.322926
-0.894427,0,-0.447214
-0.886548,-0.331288,-0.322926
-0.886548,0.331288,-0.322926
-0.873881,-0.473235,-0.111264
-0.873881,0.473235,-0.111264
-0.84962,-0.187522,-0.492931
-0.84962,0.187522,-0.492931
-0.844226,-0.122673,0.52176
-0.844226,0.122673,0.52176
-0.835236,-0.463581,0.295759
-0.835236,0.463581,0.295759
-0.804316,-0.58437,0.107642
-0.804316,0.58437,0.107642
-0.79758,-0.347685,0.492931
-0.79758,0.347685,0.492931
-0.78869,0,-0.614791
-0.762617,-0.554074,-0.333793
-0.762617,0.554074,-0.333793
-0.755099,-0.396979,-0.52176
-0.755099,0.396979,-0.52176
-0.723607,-0.525731,0.447214
-0.723607,0.525731,0.447214
-0.720118,-0.684873,-0.111264
-0.720118,0,0.693852
-0.720118,0.684873,-0.111264
-0.712379,-0.204747,-0.671263
-0.712379,0.204747,-0.671263
-0.698993,-0.651103,0.295759
-0.698993,0.651103,0.295759
-0.696674,-0.253082,0.671263
-0.696674,0.253082,0.671263
-0.638064,-0.463581,0.614791
-0.638064,0.463581,0.614791
-0.635522,-0.764998,0.104352
-0.635522,0.764998,0.104352
-0.626112,0,-0.779733
-0.610888,-0.595468,-0.52176
-0.610888,0.595468,-0.52176
-0.589032,-0.740783,-0.322926
-0.589032,0.740783,-0.322926
-0.582588,-0.423275,-0.693852
-0.582588,0.423275,-0.693852
-0.577134,-0.651103,0.492931
-0.577134,0.651103,0.492931
-0.540088,-0.130799,0.831382
-0.540088,0.130799,0.831382
-0.53117,-0.840815,-0.104352
-0.53117,0.840815,-0.104352
-0.522506,-0.789117,0.322926
-0.522506,0.789117,0.322926
-0.513822,-0.211637,-0.831382
-0.513822,0.211637,-0.831382
-0.506536,-0.36802,0.779733
-0.506536,0.36802,0.779733
-0.455979,-0.58437,0.671263
-0.455979,0.58437,0.671263
-0.440891,-0.750089,-0.492931
-0.440891,0.750089,-0.492931
-0.428824,-0.89651,0.111264
-0.428824,0.89651,0.111264
-0.417408,0,-0.908719
-0.414864,-0.614242,-0.671263
-0.414864,0.614242,-0.671263
-0.403235,-0.865984,-0.295759
-0.403235,0.865984,-0.295759
-0.377549,-0.764998,0.52176
-0.377549,0.764998,0.52176
-0.360059,-0.423275,-0.831382
-0.360059,0.423275,-0.831382
-0.348337,0,0.937369
-0.33769,-0.245346,0.908719
-0.33769,0.245346,0.908719
-0.307222,-0.945531,-0.107642
-0.307222,0.945531,-0.107642
-0.291294,-0.89651,0.333793
-0.291294,-0.473235,0.831382
-0.291294,0.473235,0.831382
-0.291294,0.89651,0.333793
-0.281811,-0.204747,-0.937369
-0.281811,0.204747,-0.937369
-0.276393,-0.850651,-0.447214
-0.276393,0.850651,-0.447214
-0.243719,-0.750089,-0.614791
-0.243719,0.750089,-0.614791
-0.222529,-0.684873,0.693852
-0.222529,0.684873,0.693852
-0.197173,0,-0.980369
-0.193479,-0.595468,-0.779733
-0.193479,0.595468,-0.779733
-0.182789,-0.937611,-0.295759
-0.182789,0.937611,-0.295759
-0.180029,-0.977348,0.111264
-0.180029,0.977348,0.111264
-0.159516,-0.115895,0.980369
-0.159516,0.115895,0.980369
-0.144211,-0.840815,0.52176
-0.144211,0.840815,0.52176
-0.128986,-0.396979,-0.908719
-0.128986,0.396979,-0.908719
-0.107642,-0.331288,0.937369
-0.107642,0.331288,0.937369
-0.0842027,-0.865984,-0.492931
-0.0842027,0.865984,-0.492931
-0.0644931,-0.992447,-0.104352
-0.0644931,0.992447,-0.104352
-0.0609297,-0.187522,-0.980369
-0.0609297,0.187522,-0.980369
-0.0424992,-0.554074,0.831382
-0.0424992,0.554074,0.831382
-0.0411156,-0.945531,0.322926
-0.0411156,0.945531,0.322926
-0.0254109,-0.740783,-0.671263
-0.0254109,0.740783,-0.671263
0,0,-1.
0,0,1.
0.0254109,-0.740783,0.671263
0.0254109,0.740783,0.671263
0.0411156,-0.945531,-0.322926
0.0411156,0.945531,-0.322926
0.0424992,-0.554074,-0.831382
0.0424992,0.554074,-0.831382
0.0609297,-0.187522,0.980369
0.0609297,0.187522,0.980369
0.0644931,-0.992447,0.104352
0.0644931,0.992447,0.104352
0.0842027,-0.865984,0.492931
0.0842027,0.865984,0.492931
0.107642,-0.331288,-0.937369
0.107642,0.331288,-0.937369
0.128986,-0.396979,0.908719
0.128986,0.396979,0.908719
0.144211,-0.840815,-0.52176
0.144211,0.840815,-0.52176
0.159516,-0.115895,-0.980369
0.159516,0.115895,-0.980369
0.180029,-0.977348,-0.111264
0.180029,0.977348,-0.111264
0.182789,-0.937611,0.295759
0.182789,0.937611,0.295759
0.193479,-0.595468,0.779733
0.193479,0.595468,0.779733
0.197173,0,0.980369
0.222529,-0.684873,-0.693852
0.222529,0.684873,-0.693852
0.243719,-0.750089,0.614791
0.243719,0.750089,0.614791
0.276393,-0.850651,0.447214
0.276393,0.850651,0.447214
0.281811,-0.204747,0.937369
0.281811,0.204747,0.937369
0.291294,-0.89651,-0.333793
0.291294,-0.473235,-0.831382
0.291294,0.473235,-0.831382
0.291294,0.89651,-0.333793
0.307222,-0.945531,0.107642
0.307222,0.945531,0.107642
0.33769,-0.245346,-0.908719
0.33769,0.245346,-0.908719
0.348337,0,-0.937369
0.360059,-0.423275,0.831382
0.360059,0.423275,0.831382
0.377549,-0.764998,-0.52176
0.377549,0.764998,-0.52176
0.403235,-0.865984,0.295759
0.403235,0.865984,0.295759
0.414864,-0.614242,0.671263
0.414864,0.614242,0.671263
0.417408,0,0.908719
0.428824,-0.89651,-0.111264
0.428824,0.89651,-0.111264
0.440891,-0.750089,0.492931
0.440891,0.750089,0.492931
0.455979,-0.58437,-0.671263
0.455979,0.58437,-0.671263
0.506536,-0.36802,-0.779733
0.506536,0.36802,-0.779733
0.513822,-0.211637,0.831382
0.513822,0.211637,0.831382
0.522506,-0.789117,-0.322926
0.522506,0.789117,-0.322926
0.53117,-0.840815,0.104352
0.53117,0.840815,0.104352
0.540088,-0.130799,-0.831382
0.540088,0.130799,-0.831382
0.577134,-0.651103,-0.492931
0.577134,0.651103,-0.492931
0.582588,-0.423275,0.693852
0.582588,0.423275,0.693852
0.589032,-0.740783,0.322926
0.589032,0.740783,0.322926
0.610888,-0.595468,0.52176
0.610888,0.595468,0.52176
0.626112,0,0.779733
0.635522,-0.764998,-0.104352
0.635522,0.764998,-0.104352
0.638064,-0.463581,-0.614791
0.638064,0.463581,-0.614791
0.696674,-0.253082,-0.671263
0.696674,0.253082,-0.671263
0.698993,-0.651103,-0.295759
0.698993,0.651103,-0.295759
0.712379,-0.204747,0.671263
0.712379,0.204747,0.671263
0.720118,-0.684873,0.111264
0.720118,0,-0.693852
0.720118,0.684873,0.111264
0.723607,-0.525731,-0.447214
0.723607,0.525731,-0.447214
0.755099,-0.396979,0.52176
0.755099,0.396979,0.52176
0.762617,-0.554074,0.333793
0.762617,0.554074,0.333793
0.78869,0,0.614791
0.79758,-0.347685,-0.492931
0.79758,0.347685,-0.492931
0.804316,-0.58437,-0.107642
0.804316,0.58437,-0.107642
0.835236,-0.463581,-0.295759
0.835236,0.463581,-0.295759
0.844226,-0.122673,-0.52176
0.844226,0.122673,-0.52176
0.84962,-0.187522,0.492931
0.84962,0.187522,0.492931
0.873881,-0.473235,0.111264
0.873881,0.473235,0.111264
0.886548,-0.331288,0.322926
0.886548,0.331288,0.322926
0.894427,0,0.447214
0.911958,-0.253082,-0.322926
0.911958,0.253082,-0.322926
0.923944,-0.36802,-0.104352
0.923944,0.36802,-0.104352
0.942646,0,-0.333793
0.948206,-0.115895,0.295759
0.948206,0.115895,0.295759
0.963803,-0.245346,0.104352
0.963803,0.245346,0.104352
0.985146,-0.130799,-0.111264
0.985146,0.130799,-0.111264
0.99419,0,0.107642
